         5315333 function calls (5109638 primitive calls) in 8.355 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
    92/54    0.003    0.000    0.173    0.003 partial_eval.py:2284(trace_to_subjaxpr_dynamic)
     8112    0.003    0.000    0.003    0.000 core.py:2777(<genexpr>)
      554    0.003    0.000    0.005    0.000 typing.py:1809(__hash__)
     1167    0.003    0.000    0.003    0.000 core.py:318(replace)
      482    0.002    0.000    0.004    0.000 <frozen importlib._bootstrap_external>:829(spec_from_file_location)
      994    0.002    0.000    0.003    0.000 core.py:121(__init__)
     1684    0.002    0.000    0.003    0.000 numeric.py:1937(isscalar)
       42    0.002    0.000    0.182    0.004 mlir.py:716(__init__)
     7515    0.002    0.000    0.002    0.000 ad_util.py:63(__init__)
      317    0.002    0.000    0.004    0.000 _ods_common.py:133(get_op_result_or_op_results)
     1222    0.002    0.000    0.011    0.000 <frozen importlib._bootstrap>:162(__enter__)
    11118    0.002    0.000    0.002    0.000 core.py:101(invars)
 1424/452    0.002    0.000    0.814    0.002 <frozen importlib._bootstrap>:1390(_handle_fromlist)
      504    0.002    0.000    0.004    0.000 util.py:260(_remove_duplicates)
      500    0.002    0.000    0.079    0.000 lax.py:2812(_convert_element_type_jvp_rule)
    14028    0.002    0.000    0.002    0.000 core.py:773(_assert_live)
     1004    0.002    0.000    0.004    0.000 source_info_util.py:119(__getitem__)
  1333/24    0.002    0.000    0.913    0.038 <frozen importlib._bootstrap>:480(_call_with_frames_removed)
      500    0.002    0.000    0.019    0.000 api.py:510(_check_output_dtype_revderiv)
       92    0.002    0.000    0.023    0.000 partial_eval.py:1733(to_jaxpr)
       42    0.002    0.000    0.015    0.000 cache_key.py:87(<lambda>)
     1000    0.002    0.000    0.081    0.000 ad.py:530(<genexpr>)
      169    0.002    0.000    0.026    0.000 partial_eval.py:1971(default_process_primitive)
     3508    0.002    0.000    0.003    0.000 partial_eval.py:617(full_lower)
     2487    0.002    0.000    0.022    0.000 tree_util.py:344(<genexpr>)
       42    0.002    0.000    0.008    0.000 cache_key.py:198(_hash_serialized_compile_options)
     5010    0.002    0.000    0.003    0.000 partial_eval.py:857(type_substitute)
     7513    0.002    0.000    0.002    0.000 ad.py:297(<genexpr>)
     4035    0.002    0.000    0.002    0.000 pjit.py:1754(<genexpr>)
        1    0.002    0.002    0.037    0.037 overrides.py:1(<module>)
       42    0.002    0.000    0.002    0.000 {built-in method jaxlib.mlir._mlir_libs._sdy.register_dialect}
     5613    0.002    0.000    0.002    0.000 {method 'extend' of 'list' objects}
     1222    0.002    0.000    0.003    0.000 <frozen importlib._bootstrap>:74(__new__)
     1500    0.002    0.000    0.007    0.000 ad.py:126(<genexpr>)
      501    0.002    0.000    0.002    0.000 dtypes.py:212(to_numeric_dtype)
      438    0.002    0.000    0.026    0.000 <frozen importlib._bootstrap_external>:1210(get_data)
    655/0    0.002    0.000    0.000          lax_numpy.py:5113(asarray)
   1506/6    0.002    0.000    0.002    0.000 lax.py:431(mul)
      642    0.002    0.000    0.006    0.000 sharding_impls.py:1034(prepare_axis_resources)
    11808    0.002    0.000    0.002    0.000 core.py:939(pure)
       42    0.002    0.000    0.765    0.018 compiler.py:646(_compile_and_write_cache)
     2218    0.002    0.000    0.006    0.000 lax.py:1925(<genexpr>)
     5085    0.002    0.000    0.002    0.000 typing.py:1799(<genexpr>)
      328    0.002    0.000    0.003    0.000 util.py:422(wrapper)
   438/11    0.002    0.000    0.877    0.080 <frozen importlib._bootstrap_external>:1016(exec_module)
      522    0.002    0.000    0.002    0.000 _inspect.py:65(getargs)
      281    0.002    0.000    0.032    0.000 overrides.py:142(decorator)
      473    0.002    0.000    0.003    0.000 inspect.py:176(get_annotations)
      334    0.002    0.000    0.003    0.000 mlir.py:197(dtype_to_ir_type)
     3180    0.002    0.000    0.007    0.000 mlir.py:456(_is_user_file)
     1811    0.002    0.000    0.002    0.000 functools.py:66(wraps)
     1044    0.002    0.000    0.002    0.000 {built-in method _functools.reduce}
       49    0.002    0.000    0.002    0.000 func.py:77(type)
     1506    0.002    0.000    0.027    0.000 partial_eval.py:190(instantiate_const)
     3142    0.002    0.000    0.005    0.000 linear_util.py:255(<lambda>)
      321    0.002    0.000    0.013    0.000 api_util.py:498(resolve_argnums)
     1331    0.002    0.000    0.006    0.000 enum.py:691(__call__)
     1801    0.002    0.000    0.004    0.000 sharding_impls.py:899(is_unspecified_or_auto)
     2862    0.002    0.000    0.066    0.000 dtypes.py:713(<genexpr>)
     1500    0.002    0.000    0.002    0.000 ad_util.py:71(<lambda>)
     1499    0.002    0.000    0.007    0.000 core.py:1634(__ne__)
        7    0.002    0.000    0.002    0.000 op_shardings.py:107(op_sharding_to_indices)
      640    0.002    0.000    0.007    0.000 core.py:1760(update)
    46/42    0.002    0.000    0.004    0.000 partial_eval.py:1472(_dce_jaxpr)
       42    0.002    0.000    0.003    0.000 copy.py:248(_reconstruct)
     1222    0.002    0.000    0.002    0.000 <frozen importlib._bootstrap>:79(__init__)
      530    0.002    0.000    0.002    0.000 lax.py:3729(_broadcast_in_dim_fwd_rule)
      482    0.002    0.000    0.005    0.000 <frozen importlib._bootstrap_external>:1615(_get_spec)
       49    0.002    0.000    0.005    0.000 func.py:95(add_entry_block)
      735    0.002    0.000    0.003    0.000 _ods_common.py:90(get_op_result_or_value)
      850    0.002    0.000    0.003    0.000 inspect.py:764(unwrap)
    124/0    0.002    0.000    0.000          scatter.py:44(_scatter_update)
     3481    0.002    0.000    0.002    0.000 {method 'rpartition' of 'str' objects}
     4356    0.002    0.000    0.002    0.000 pjit.py:342(_get_cpp_global_cache)
    66/49    0.002    0.000    0.111    0.002 pjit.py:1294(_create_pjit_jaxpr)
     3005    0.002    0.000    0.002    0.000 ad.py:458(full_lower)
      641    0.002    0.000    0.017    0.000 <frozen importlib._bootstrap>:463(_lock_unlock_module)
       67    0.002    0.000    0.003    0.000 {built-in method _io.open}
     39/5    0.002    0.000    0.000    0.000 mlir.py:1720(jaxpr_subcomp)
    998/0    0.002    0.000    0.000          lax.py:383(integer_pow)
     1156    0.002    0.000    0.003    0.000 typing.py:1358(__getattr__)
     13/5    0.002    0.000    0.116    0.023 pxla.py:2775(from_hlo)
     8000    0.002    0.000    0.002    0.000 pjit.py:2122(<genexpr>)
    257/9    0.002    0.000    0.002    0.000 lax.py:1059(broadcast_in_dim)
      642    0.002    0.000    0.002    0.000 api_util.py:153(_validate_argnums)
     2618    0.002    0.000    0.002    0.000 {method 'values' of 'dict' objects}
  493/403    0.002    0.000    0.317    0.001 <frozen importlib._bootstrap>:806(module_from_spec)
     4012    0.002    0.000    0.002    0.000 ad.py:262(is_undefined_primal)
       42    0.002    0.000    0.003    0.000 pxla.py:2526(_get_layouts_from_executable)
      500    0.002    0.000    0.008    0.000 core.py:1798(join)
       36    0.002    0.000    0.007    0.000 array.py:1128(_array_shard_arg)
       69    0.002    0.000    0.004    0.000 partial_eval.py:2725(inline_jaxpr_into_trace)
       42    0.002    0.000    0.002    0.000 cache_key.py:180(_hash_accelerator_config)
     2712    0.002    0.000    0.002    0.000 _parser.py:167(__getitem__)
      500    0.002    0.000    0.021    0.000 api.py:477(_check_scalar)
        4    0.001    0.000    0.085    0.021 core.py:1(<module>)
       42    0.001    0.000    0.001    0.000 {method '__reduce_ex__' of 'object' objects}
     2006    0.001    0.000    0.002    0.000 ad.py:206(write_primal)
      205    0.001    0.000    0.023    0.000 typing.py:753(Union)
     42/5    0.001    0.000    0.031    0.006 mlir.py:260(ir_constant)
     1841    0.001    0.000    0.003    0.000 core.py:1402(definitely_equal)
      321    0.001    0.000    0.031    0.000 pjit.py:506(_make_jit_wrapper)
     1512    0.001    0.000    0.027    0.000 partial_eval.py:708(<genexpr>)
       89    0.001    0.000    0.008    0.000 textwrap.py:419(dedent)
      300    0.001    0.000    0.002    0.000 dispatch.py:170(log_elapsed_time)
     5138    0.001    0.000    0.001    0.000 linear_util.py:109(__nonzero__)
     1314    0.001    0.000    0.002    0.000 <frozen importlib._bootstrap_external>:89(_unpack_uint32)
       54    0.001    0.000    0.006    0.000 enum.py:489(__new__)
       27    0.001    0.000    0.003    0.000 std.py:464(format_meter)
      393    0.001    0.000    0.003    0.000 api_util.py:660(fun_sourceinfo)
     1020    0.001    0.000    0.003    0.000 api_util.py:85(flatten_fun_nokwargs)
      127    0.001    0.000    0.003    0.000 dtypes.py:267(scalar_type_of)
      119    0.001    0.000    0.002    0.000 _compiler.py:241(_optimize_charset)
     4344    0.001    0.000    0.001    0.000 core.py:305(__init__)
     5204    0.001    0.000    0.001    0.000 <frozen importlib._bootstrap>:491(_verbose_message)
     3142    0.001    0.000    0.001    0.000 linear_util.py:94(store)
   541/52    0.001    0.000    0.826    0.016 {built-in method builtins.__import__}
      191    0.001    0.000    0.022    0.000 mlir.py:505(_source_info_to_location)
      581    0.001    0.000    0.002    0.000 api_util.py:240(_ensure_inbounds)
     6476    0.001    0.000    0.001    0.000 dtypes.py:516(<genexpr>)
     3026    0.001    0.000    0.001    0.000 {method 'copy' of 'dict' objects}
       84    0.001    0.000    0.003    0.000 _function_base_impl.py:2541(_vectorize_call)
      217    0.001    0.000    0.005    0.000 partial_eval.py:1901(new_arg)
      482    0.001    0.000    0.011    0.000 <frozen importlib._bootstrap_external>:638(_get_cached)
      290    0.001    0.000    0.008    0.000 mlir.py:211(_array_ir_types)
     1132    0.001    0.000    0.004    0.000 api_util.py:71(flatten_fun)
       55    0.001    0.000    0.018    0.000 typing.py:2974(_make_nmtuple)
      438    0.001    0.000    0.001    0.000 {built-in method _imp._fix_co_filename}
       19    0.001    0.000    0.002    0.000 _stablehlo_ops_gen.py:4876(__init__)
     1222    0.001    0.000    0.002    0.000 <frozen importlib._bootstrap>:82(remove)
     2101    0.001    0.000    0.004    0.000 lax.py:1955(<genexpr>)
     2108    0.001    0.000    0.003    0.000 pjit.py:171(__hash__)
     2165    0.001    0.000    0.016    0.000 <frozen importlib._bootstrap_external>:145(_path_stat)
      221    0.001    0.000    0.002    0.000 layout.py:47(from_pjrt_layout)
     5511    0.001    0.000    0.001    0.000 ad.py:257(__init__)
      500    0.001    0.000    0.002    0.000 reductions.py:196(_ensure_optional_axes)
      513    0.001    0.000    0.003    0.000 dataclasses.py:709(_is_type)
      505    0.001    0.000    0.004    0.000 lax.py:1040(broadcast)
       67    0.001    0.000    0.002    0.000 inspect.py:3116(_bind)
      183    0.001    0.000    0.029    0.000 util.py:246(promote_dtypes)
        1    0.001    0.001    0.100    0.100 lax_numpy.py:1(<module>)
      438    0.001    0.000    0.002    0.000 <frozen importlib._bootstrap_external>:693(_classify_pyc)
      504    0.001    0.000    0.003    0.000 ad.py:64(jvp)
     4246    0.001    0.000    0.001    0.000 {method 'endswith' of 'str' objects}
      275    0.001    0.000    0.002    0.000 source_info_util.py:131(__str__)
     1754    0.001    0.000    0.002    0.000 array.py:256(ndim)
      246    0.001    0.000    0.020    0.000 overrides.py:83(verify_matching_signatures)
     6000    0.001    0.000    0.001    0.000 pjit.py:2126(<genexpr>)
      971    0.001    0.000    0.001    0.000 getlimits.py:703(min)
      382    0.001    0.000    0.001    0.000 _ods_common.py:78(get_default_loc_context)
       42    0.001    0.000    0.062    0.001 compilation_cache.py:268(get_cache_key)
       13    0.001    0.000    0.008    0.001 enum.py:887(_convert_)
     1107    0.001    0.000    0.001    0.000 source_info_util.py:122(__len__)
      132    0.001    0.000    0.003    0.000 pjit.py:1370(seen_attrs_get)
       84    0.001    0.000    0.002    0.000 _function_base_impl.py:2383(__init__)
   168/42    0.001    0.000    0.005    0.000 copy.py:119(deepcopy)
     2865    0.001    0.000    0.002    0.000 utils.py:54(<genexpr>)
     2288    0.001    0.000    0.001    0.000 {method 'keys' of 'dict' objects}
      125    0.001    0.000    0.018    0.000 lax_numpy.py:10694(_split_index_for_jit)
       42    0.001    0.000    0.013    0.000 util.py:139(decorator)
    499/0    0.001    0.000    0.000          api.py:389(grad_f)
      500    0.001    0.000    0.013    0.000 core.py:2789(typecompat)
      616    0.001    0.000    0.001    0.000 enum.py:818(__setattr__)
      172    0.001    0.000    0.004    0.000 dataclasses.py:768(_get_field)
     3025    0.001    0.000    0.001    0.000 {built-in method sys.exception}
      805    0.001    0.000    0.001    0.000 {method 'match' of 're.Pattern' objects}
     20/3    0.001    0.000    0.051    0.017 lax.py:2093(_nary_lower_hlo)
   132/60    0.001    0.000    0.020    0.000 _parser.py:451(_parse_sub)
     3025    0.001    0.000    0.001    0.000 compute_on.py:35(<lambda>)
     1039    0.001    0.000    0.005    0.000 <frozen importlib._bootstrap_external>:1496(_path_importer_cache)
      125    0.001    0.000    0.015    0.000 lax_numpy.py:10980(_expand_bool_indices)
      322    0.001    0.000    0.003    0.000 inspect.py:399(_has_code_flag)
     29/5    0.001    0.000    0.072    0.014 pxla.py:2117(lower_sharding_computation)
      756    0.001    0.000    0.006    0.000 <frozen importlib._bootstrap_external>:155(_path_is_mode_type)
     30/5    0.001    0.000    0.072    0.014 pxla.py:1887(_cached_lowering_to_hlo)
      8/0    0.001    0.000    0.000          _stablehlo_ops_gen.py:3264(__init__)
      642    0.001    0.000    0.003    0.000 api_util.py:466(infer_argnums_and_argnames)
        1    0.001    0.001    0.003    0.003 shard_map.py:1(<module>)
     1421    0.001    0.000    0.004    0.000 typing.py:1122(_is_unpacked_typevartuple)
     3142    0.001    0.000    0.001    0.000 linear_util.py:91(__init__)
     1037    0.001    0.000    0.003    0.000 core.py:1396(same_referent)
      633    0.001    0.000    0.001    0.000 {method 'format' of 'str' objects}
     3025    0.001    0.000    0.001    0.000 xla_metadata.py:45(<genexpr>)
     4386    0.001    0.000    0.001    0.000 core.py:205(<lambda>)
      467    0.001    0.000    0.002    0.000 partial_eval.py:1769(newvar)
      226    0.001    0.000    0.002    0.000 enum.py:350(__setitem__)
      575    0.001    0.000    0.002    0.000 <frozen importlib._bootstrap>:445(cb)
     1104    0.001    0.000    0.004    0.000 partial_eval.py:1864(<lambda>)
       66    0.001    0.000    0.005    0.000 api_util.py:671(_arg_names)
      146    0.001    0.000    0.001    0.000 {built-in method jaxlib.mlir._mlir_libs._mlir.ir.file}
     3980    0.001    0.000    0.001    0.000 {built-in method _imp.release_lock}
       85    0.001    0.000    0.002    0.000 sharding_impls.py:875(get_replicated)
  618/442    0.001    0.000    0.002    0.000 tree_util.py:1135(_generate_key_paths_)
      438    0.001    0.000    0.002    0.000 <frozen importlib._bootstrap_external>:726(_validate_timestamp_pyc)
      125    0.001    0.000    0.004    0.000 util.py:387(_broadcast_to)
       46    0.001    0.000    0.025    0.001 dataclasses.py:470(add_fns_to_class)
     2500    0.001    0.000    0.001    0.000 ad.py:266(<lambda>)
      581    0.001    0.000    0.018    0.000 <frozen importlib._bootstrap>:416(__enter__)
     37/5    0.001    0.000    0.063    0.013 _func_ops_gen.py:264(return_)
       49    0.001    0.000    0.001    0.000 {built-in method jaxlib.mlir._mlir_libs._mlir.ir.get}
